pub_date,abstract,gemini_sentiment
2020-08-04,mr schiller will be replaced by greg joswiak a longtime executive at the company,neutral
2020-08-14,netflix apple and the rest must figure out what bundles we love and which well grow to hate,neutral
2020-08-18,a new suitor emerges for tiktok and the white house imposes more restrictions on huawei the net effect of such moves could be a fracturing of the web,negative
2020-08-13,epic games the maker of the popular game provoked the tech giants by violating their policies then released a social media campaign and lawsuits to confront them,negative
2020-08-10,while joe biden has criticized the largest tech companies his campaign and transition teams have welcomed allies of facebook google amazon and apple onto its staff and policy groups,neutral
2020-08-31,changes to apples app store could make developers lives and our smartphones better,positive
2020-08-08,berkshire reported earnings of 264 billion in the second quarter a turnaround from its 497 billion loss in the first quarter when the pandemic caused a plunge in the stock market,positive
2020-07-29,jeff bezos of amazon tim cook of apple mark zuckerberg of facebook and sundar pichai of google will answer questions from house lawmakers about their business practices,neutral
2020-07-29,how to get answers from the tech executives testifying at a highprofile congressional hearing today,neutral
2020-07-29,members of congress may say dumb things at the tech hearing but its not necessarily their fault,neutral
2020-07-29,we are beholden to a few big tech overlords for much of our digital lives we can be more conscientious about it,neutral
2020-07-22,apple and google have added handy features for these uncertain times,positive
